time,service_name,tx_optical_power_dbm,rx_optical_power_dbm
2025-12-04T10:45:00Z,qld-aqd8-d4wv-wdms01,1.662,-9.755
2025-12-04T11:00:00Z,qld-aqd8-d4wv-wdms01,1.585,-9.908
2025-12-04T11:15:00Z,qld-aqd8-d4wv-wdms01,1.558,-9.878
2025-12-04T11:30:00Z,qld-aqd8-d4wv-wdms01,1.6,-9.897
2025-12-04T11:45:00Z,qld-aqd8-d4wv-wdms01,1.527,-9.818
2025-12-04T12:00:00Z,qld-aqd8-d4wv-wdms01,1.544,-9.897
2025-12-04T12:15:00Z,qld-aqd8-d4wv-wdms01,1.582,-9.885
2025-12-04T12:30:00Z,qld-aqd8-d4wv-wdms01,1.614,-9.821
2025-12-04T12:45:00Z,qld-aqd8-d4wv-wdms01,1.576,-9.85
2025-12-04T13:00:00Z,qld-aqd8-d4wv-wdms01,1.421,-9.942
2025-12-04T13:15:00Z,qld-aqd8-d4wv-wdms01,1.54,-9.991
2025-12-04T13:30:00Z,qld-aqd8-d4wv-wdms01,1.519,-9.855
2025-12-04T13:45:00Z,qld-aqd8-d4wv-wdms01,1.526,-9.892
2025-12-04T14:00:00Z,qld-aqd8-d4wv-wdms01,1.577,-10.088
2025-12-04T14:15:00Z,qld-aqd8-d4wv-wdms01,1.384,-9.99
2025-12-04T14:30:00Z,qld-aqd8-d4wv-wdms01,1.448,-9.956
2025-12-04T14:45:00Z,qld-aqd8-d4wv-wdms01,1.499,-9.91
2025-12-04T15:00:00Z,qld-aqd8-d4wv-wdms01,1.383,-9.902
2025-12-04T15:15:00Z,qld-aqd8-d4wv-wdms01,1.528,-9.953
2025-12-04T15:30:00Z,qld-aqd8-d4wv-wdms01,1.465,-9.929
2025-12-04T15:45:00Z,qld-aqd8-d4wv-wdms01,1.483,-9.969
2025-12-04T16:00:00Z,qld-aqd8-d4wv-wdms01,1.406,-10.026
2025-12-04T16:15:00Z,qld-aqd8-d4wv-wdms01,1.47,-9.99
2025-12-04T16:30:00Z,qld-aqd8-d4wv-wdms01,1.478,-9.963
2025-12-04T16:45:00Z,qld-aqd8-d4wv-wdms01,1.432,-9.962
2025-12-04T17:00:00Z,qld-aqd8-d4wv-wdms01,1.428,-10.104
2025-12-04T17:15:00Z,qld-aqd8-d4wv-wdms01,1.427,-9.978
2025-12-04T17:30:00Z,qld-aqd8-d4wv-wdms01,1.368,-9.933
2025-12-04T17:45:00Z,qld-aqd8-d4wv-wdms01,1.402,-9.951
2025-12-04T18:00:00Z,qld-aqd8-d4wv-wdms01,1.4,-9.938
2025-12-04T18:15:00Z,qld-aqd8-d4wv-wdms01,1.427,-9.868
2025-12-04T18:30:00Z,qld-aqd8-d4wv-wdms01,1.458,-9.982
2025-12-04T18:45:00Z,qld-aqd8-d4wv-wdms01,1.356,-10.014
2025-12-04T19:00:00Z,qld-aqd8-d4wv-wdms01,1.404,-9.898
2025-12-04T19:15:00Z,qld-aqd8-d4wv-wdms01,1.486,-9.796
2025-12-04T19:30:00Z,qld-aqd8-d4wv-wdms01,1.377,-9.707
2025-12-04T19:45:00Z,qld-aqd8-d4wv-wdms01,1.377,-9.765
2025-12-04T20:00:00Z,qld-aqd8-d4wv-wdms01,1.432,-9.93
2025-12-04T20:15:00Z,qld-aqd8-d4wv-wdms01,1.468,-9.815
2025-12-04T20:30:00Z,qld-aqd8-d4wv-wdms01,1.432,-9.76
2025-12-04T20:45:00Z,qld-aqd8-d4wv-wdms01,1.503,-9.751
2025-12-04T21:00:00Z,qld-aqd8-d4wv-wdms01,1.485,-9.705
2025-12-04T21:15:00Z,qld-aqd8-d4wv-wdms01,1.491,-9.806
2025-12-04T21:30:00Z,qld-aqd8-d4wv-wdms01,1.483,-9.711
2025-12-04T21:45:00Z,qld-aqd8-d4wv-wdms01,1.579,-9.666
2025-12-04T22:00:00Z,qld-aqd8-d4wv-wdms01,1.46,-9.617
2025-12-04T22:15:00Z,qld-aqd8-d4wv-wdms01,1.378,-9.731
2025-12-04T22:30:00Z,qld-aqd8-d4wv-wdms01,1.567,-9.679
2025-12-04T22:45:00Z,qld-aqd8-d4wv-wdms01,1.472,-9.852
2025-12-04T23:00:00Z,qld-aqd8-d4wv-wdms01,1.509,-9.67
2025-12-04T23:15:00Z,qld-aqd8-d4wv-wdms01,1.578,-9.648
2025-12-04T23:30:00Z,qld-aqd8-d4wv-wdms01,1.441,-9.673
2025-12-04T23:45:00Z,qld-aqd8-d4wv-wdms01,1.468,-9.565
2025-12-05T00:00:00Z,qld-aqd8-d4wv-wdms01,1.459,-9.569
2025-12-05T00:15:00Z,qld-aqd8-d4wv-wdms01,1.509,-9.733
2025-12-05T00:30:00Z,qld-aqd8-d4wv-wdms01,1.58,-9.524
2025-12-05T00:45:00Z,qld-aqd8-d4wv-wdms01,1.593,-9.604
2025-12-05T01:00:00Z,qld-aqd8-d4wv-wdms01,1.589,-9.481
2025-12-05T01:15:00Z,qld-aqd8-d4wv-wdms01,1.513,-9.613
2025-12-05T01:30:00Z,qld-aqd8-d4wv-wdms01,1.477,-9.5
2025-12-05T01:45:00Z,qld-aqd8-d4wv-wdms01,1.603,-9.518
2025-12-05T02:00:00Z,qld-aqd8-d4wv-wdms01,1.585,-9.465
2025-12-05T02:15:00Z,qld-aqd8-d4wv-wdms01,1.639,-9.474
2025-12-05T02:30:00Z,qld-aqd8-d4wv-wdms01,1.659,-9.5
2025-12-05T02:45:00Z,qld-aqd8-d4wv-wdms01,1.637,-9.599
2025-12-05T03:00:00Z,qld-aqd8-d4wv-wdms01,1.675,-9.592
2025-12-05T03:15:00Z,qld-aqd8-d4wv-wdms01,1.654,-9.519
2025-12-05T03:30:00Z,qld-aqd8-d4wv-wdms01,1.675,-9.473
2025-12-05T03:45:00Z,qld-aqd8-d4wv-wdms01,1.618,-9.522
2025-12-05T04:00:00Z,qld-aqd8-d4wv-wdms01,1.649,-9.426
2025-12-05T04:15:00Z,qld-aqd8-d4wv-wdms01,1.672,-9.501
2025-12-05T04:30:00Z,qld-aqd8-d4wv-wdms01,1.706,-9.56
2025-12-05T04:45:00Z,qld-aqd8-d4wv-wdms01,1.648,-9.51
2025-12-05T05:00:00Z,qld-aqd8-d4wv-wdms01,1.696,-9.476
2025-12-05T05:15:00Z,qld-aqd8-d4wv-wdms01,1.658,-9.475
2025-12-05T05:30:00Z,qld-aqd8-d4wv-wdms01,1.667,-9.359
2025-12-05T05:45:00Z,qld-aqd8-d4wv-wdms01,1.715,-9.571
2025-12-05T06:00:00Z,qld-aqd8-d4wv-wdms01,1.573,-9.533
2025-12-05T06:15:00Z,qld-aqd8-d4wv-wdms01,1.607,-9.504
2025-12-05T06:30:00Z,qld-aqd8-d4wv-wdms01,1.596,-9.551
2025-12-05T06:45:00Z,qld-aqd8-d4wv-wdms01,1.551,-9.601
2025-12-05T07:00:00Z,qld-aqd8-d4wv-wdms01,1.631,-9.698
2025-12-05T07:15:00Z,qld-aqd8-d4wv-wdms01,1.699,-9.628
2025-12-05T07:30:00Z,qld-aqd8-d4wv-wdms01,1.643,-9.687
2025-12-05T07:45:00Z,qld-aqd8-d4wv-wdms01,1.663,-9.753
2025-12-05T08:00:00Z,qld-aqd8-d4wv-wdms01,1.702,-9.694
2025-12-05T08:15:00Z,qld-aqd8-d4wv-wdms01,1.708,-9.729
2025-12-05T08:30:00Z,qld-aqd8-d4wv-wdms01,1.632,-9.614
2025-12-05T08:45:00Z,qld-aqd8-d4wv-wdms01,1.696,-9.628
2025-12-05T09:00:00Z,qld-aqd8-d4wv-wdms01,1.626,-9.764
2025-12-05T09:15:00Z,qld-aqd8-d4wv-wdms01,1.572,-9.728
2025-12-05T09:30:00Z,qld-aqd8-d4wv-wdms01,1.576,-9.872
2025-12-05T09:45:00Z,qld-aqd8-d4wv-wdms01,1.523,-9.779
2025-12-05T10:00:00Z,qld-aqd8-d4wv-wdms01,1.543,-9.723
2025-12-05T10:15:00Z,qld-aqd8-d4wv-wdms01,1.561,-9.704
2025-12-05T10:30:00Z,qld-aqd8-d4wv-wdms01,1.609,-9.842
2025-12-05T10:45:00Z,qld-aqd8-d4wv-wdms01,1.645,-9.716
2025-12-05T11:00:00Z,qld-aqd8-d4wv-wdms01,1.48,-9.936
2025-12-05T11:15:00Z,qld-aqd8-d4wv-wdms01,1.559,-9.928
2025-12-05T11:30:00Z,qld-aqd8-d4wv-wdms01,1.477,-9.785
2025-12-05T11:45:00Z,qld-aqd8-d4wv-wdms01,1.542,-9.721
2025-12-05T12:00:00Z,qld-aqd8-d4wv-wdms01,1.502,-9.827
2025-12-05T12:15:00Z,qld-aqd8-d4wv-wdms01,1.407,-9.882
2025-12-05T12:30:00Z,qld-aqd8-d4wv-wdms01,1.534,-10.065
2025-12-05T12:45:00Z,qld-aqd8-d4wv-wdms01,1.447,-10.061
2025-12-05T13:00:00Z,qld-aqd8-d4wv-wdms01,1.441,-9.898
2025-12-05T13:15:00Z,qld-aqd8-d4wv-wdms01,1.404,-9.945
2025-12-05T13:30:00Z,qld-aqd8-d4wv-wdms01,1.415,-10.012
2025-12-05T13:45:00Z,qld-aqd8-d4wv-wdms01,1.46,-9.925
2025-12-05T14:00:00Z,qld-aqd8-d4wv-wdms01,1.42,-9.926
2025-12-05T14:15:00Z,qld-aqd8-d4wv-wdms01,1.437,-9.864
2025-12-05T14:30:00Z,qld-aqd8-d4wv-wdms01,1.43,-9.932
2025-12-05T14:45:00Z,qld-aqd8-d4wv-wdms01,1.47,-9.847
2025-12-05T15:00:00Z,qld-aqd8-d4wv-wdms01,1.379,-9.946
2025-12-05T15:15:00Z,qld-aqd8-d4wv-wdms01,1.315,-9.956
2025-12-05T15:30:00Z,qld-aqd8-d4wv-wdms01,1.436,-9.861
2025-12-05T15:45:00Z,qld-aqd8-d4wv-wdms01,1.36,-10.022
2025-12-05T16:00:00Z,qld-aqd8-d4wv-wdms01,1.426,-9.716
2025-12-05T16:15:00Z,qld-aqd8-d4wv-wdms01,1.385,-9.907
2025-12-05T16:30:00Z,qld-aqd8-d4wv-wdms01,1.355,-9.901
2025-12-05T16:45:00Z,qld-aqd8-d4wv-wdms01,1.375,-9.883
2025-12-05T17:00:00Z,qld-aqd8-d4wv-wdms01,1.452,-9.768
2025-12-05T17:15:00Z,qld-aqd8-d4wv-wdms01,1.455,-9.846
2025-12-05T17:30:00Z,qld-aqd8-d4wv-wdms01,1.353,-10.029
2025-12-05T17:45:00Z,qld-aqd8-d4wv-wdms01,1.356,-9.778
2025-12-05T18:00:00Z,qld-aqd8-d4wv-wdms01,1.401,-9.907
2025-12-05T18:15:00Z,qld-aqd8-d4wv-wdms01,1.305,-9.859
2025-12-05T18:30:00Z,qld-aqd8-d4wv-wdms01,1.364,-9.958
2025-12-05T18:45:00Z,qld-aqd8-d4wv-wdms01,1.348,-9.8
2025-12-05T19:00:00Z,qld-aqd8-d4wv-wdms01,1.367,-9.88
2025-12-05T19:15:00Z,qld-aqd8-d4wv-wdms01,1.312,-9.805
2025-12-05T19:30:00Z,qld-aqd8-d4wv-wdms01,1.277,-9.821
2025-12-05T19:45:00Z,qld-aqd8-d4wv-wdms01,1.257,-9.629
2025-12-05T20:00:00Z,qld-aqd8-d4wv-wdms01,1.309,-9.608
2025-12-05T20:15:00Z,qld-aqd8-d4wv-wdms01,1.346,-9.746
2025-12-05T20:30:00Z,qld-aqd8-d4wv-wdms01,1.36,-9.728
2025-12-05T20:45:00Z,qld-aqd8-d4wv-wdms01,1.477,-9.746
2025-12-05T21:00:00Z,qld-aqd8-d4wv-wdms01,1.442,-9.611
2025-12-05T21:15:00Z,qld-aqd8-d4wv-wdms01,1.346,-9.708
2025-12-05T21:30:00Z,qld-aqd8-d4wv-wdms01,1.418,-9.698
2025-12-05T21:45:00Z,qld-aqd8-d4wv-wdms01,1.388,-9.569
2025-12-05T22:00:00Z,qld-aqd8-d4wv-wdms01,1.403,-9.673
2025-12-05T22:15:00Z,qld-aqd8-d4wv-wdms01,1.434,-9.616
2025-12-05T22:30:00Z,qld-aqd8-d4wv-wdms01,1.465,-9.723
2025-12-05T22:45:00Z,qld-aqd8-d4wv-wdms01,1.426,-9.524
2025-12-05T23:00:00Z,qld-aqd8-d4wv-wdms01,1.505,-9.409
2025-12-05T23:15:00Z,qld-aqd8-d4wv-wdms01,1.404,-9.491
2025-12-05T23:30:00Z,qld-aqd8-d4wv-wdms01,1.471,-9.417
2025-12-05T23:45:00Z,qld-aqd8-d4wv-wdms01,1.61,-9.587
2025-12-06T00:00:00Z,qld-aqd8-d4wv-wdms01,1.501,-9.487
2025-12-06T00:15:00Z,qld-aqd8-d4wv-wdms01,1.571,-9.568
2025-12-06T00:30:00Z,qld-aqd8-d4wv-wdms01,1.513,-9.498
2025-12-06T00:45:00Z,qld-aqd8-d4wv-wdms01,1.547,-9.407
2025-12-06T01:00:00Z,qld-aqd8-d4wv-wdms01,1.525,-9.45
2025-12-06T01:15:00Z,qld-aqd8-d4wv-wdms01,1.528,-9.561
2025-12-06T01:30:00Z,qld-aqd8-d4wv-wdms01,1.507,-9.544
2025-12-06T01:45:00Z,qld-aqd8-d4wv-wdms01,1.576,-9.541
2025-12-06T02:00:00Z,qld-aqd8-d4wv-wdms01,1.521,-9.384
2025-12-06T02:15:00Z,qld-aqd8-d4wv-wdms01,1.605,-9.253
2025-12-06T02:30:00Z,qld-aqd8-d4wv-wdms01,1.633,-9.304
2025-12-06T02:45:00Z,qld-aqd8-d4wv-wdms01,1.605,-9.56
2025-12-06T03:00:00Z,qld-aqd8-d4wv-wdms01,1.579,-9.292
2025-12-06T03:15:00Z,qld-aqd8-d4wv-wdms01,1.623,-9.329
2025-12-06T03:30:00Z,qld-aqd8-d4wv-wdms01,1.591,-9.527
2025-12-06T03:45:00Z,qld-aqd8-d4wv-wdms01,1.659,-9.427
2025-12-06T04:00:00Z,qld-aqd8-d4wv-wdms01,1.525,-9.317
2025-12-06T04:15:00Z,qld-aqd8-d4wv-wdms01,1.605,-9.363
2025-12-06T04:30:00Z,qld-aqd8-d4wv-wdms01,1.526,-9.515
2025-12-06T04:45:00Z,qld-aqd8-d4wv-wdms01,1.554,-9.366
2025-12-06T05:00:00Z,qld-aqd8-d4wv-wdms01,1.7,-9.591
2025-12-06T05:15:00Z,qld-aqd8-d4wv-wdms01,1.678,-9.444
2025-12-06T05:30:00Z,qld-aqd8-d4wv-wdms01,1.599,-9.343
2025-12-06T05:45:00Z,qld-aqd8-d4wv-wdms01,1.561,-9.441
2025-12-06T06:00:00Z,qld-aqd8-d4wv-wdms01,1.488,-9.491
2025-12-06T06:15:00Z,qld-aqd8-d4wv-wdms01,1.609,-9.39
2025-12-06T06:30:00Z,qld-aqd8-d4wv-wdms01,1.756,-9.394
2025-12-06T06:45:00Z,qld-aqd8-d4wv-wdms01,1.655,-9.378
2025-12-06T07:00:00Z,qld-aqd8-d4wv-wdms01,1.603,-9.425
2025-12-06T07:15:00Z,qld-aqd8-d4wv-wdms01,1.651,-9.421
2025-12-06T07:30:00Z,qld-aqd8-d4wv-wdms01,1.546,-9.462
2025-12-06T07:45:00Z,qld-aqd8-d4wv-wdms01,1.605,-9.513
2025-12-06T08:00:00Z,qld-aqd8-d4wv-wdms01,1.621,-9.541
2025-12-06T08:15:00Z,qld-aqd8-d4wv-wdms01,1.606,-9.582
2025-12-06T08:30:00Z,qld-aqd8-d4wv-wdms01,1.644,-9.675
2025-12-06T08:45:00Z,qld-aqd8-d4wv-wdms01,1.616,-9.669
2025-12-06T09:00:00Z,qld-aqd8-d4wv-wdms01,1.625,-9.631
2025-12-06T09:15:00Z,qld-aqd8-d4wv-wdms01,1.55,-9.604
2025-12-06T09:30:00Z,qld-aqd8-d4wv-wdms01,1.622,-9.523
2025-12-06T09:45:00Z,qld-aqd8-d4wv-wdms01,1.651,-9.657
2025-12-06T10:00:00Z,qld-aqd8-d4wv-wdms01,1.512,-9.589
2025-12-06T10:15:00Z,qld-aqd8-d4wv-wdms01,1.508,-9.597
2025-12-06T10:30:00Z,qld-aqd8-d4wv-wdms01,1.61,-9.717
2025-12-06T10:45:00Z,qld-aqd8-d4wv-wdms01,1.525,-9.665
2025-12-06T11:00:00Z,qld-aqd8-d4wv-wdms01,1.595,-9.746
2025-12-06T11:15:00Z,qld-aqd8-d4wv-wdms01,1.493,-9.634
2025-12-06T11:30:00Z,qld-aqd8-d4wv-wdms01,1.579,-9.702
2025-12-06T11:45:00Z,qld-aqd8-d4wv-wdms01,1.503,-9.861
2025-12-06T12:00:00Z,qld-aqd8-d4wv-wdms01,1.499,-9.764
2025-12-06T12:15:00Z,qld-aqd8-d4wv-wdms01,1.555,-9.656
2025-12-06T12:30:00Z,qld-aqd8-d4wv-wdms01,1.449,-9.813
2025-12-06T12:45:00Z,qld-aqd8-d4wv-wdms01,1.411,-9.772
2025-12-06T13:00:00Z,qld-aqd8-d4wv-wdms01,1.426,-9.773
2025-12-06T13:15:00Z,qld-aqd8-d4wv-wdms01,1.461,-9.908
2025-12-06T13:30:00Z,qld-aqd8-d4wv-wdms01,1.352,-9.791
2025-12-06T13:45:00Z,qld-aqd8-d4wv-wdms01,1.453,-9.949
2025-12-06T14:00:00Z,qld-aqd8-d4wv-wdms01,1.386,-9.893
2025-12-06T14:15:00Z,qld-aqd8-d4wv-wdms01,1.462,-9.76
2025-12-06T14:30:00Z,qld-aqd8-d4wv-wdms01,1.277,-9.821
2025-12-06T14:45:00Z,qld-aqd8-d4wv-wdms01,1.35,-9.876
2025-12-06T15:00:00Z,qld-aqd8-d4wv-wdms01,1.298,-9.816
2025-12-06T15:15:00Z,qld-aqd8-d4wv-wdms01,1.334,-9.857
2025-12-06T15:30:00Z,qld-aqd8-d4wv-wdms01,1.382,-9.85
2025-12-06T15:45:00Z,qld-aqd8-d4wv-wdms01,1.355,-9.796
2025-12-06T16:00:00Z,qld-aqd8-d4wv-wdms01,1.346,-9.903
2025-12-06T16:15:00Z,qld-aqd8-d4wv-wdms01,1.347,-9.837
2025-12-06T16:30:00Z,qld-aqd8-d4wv-wdms01,1.361,-9.86
2025-12-06T16:45:00Z,qld-aqd8-d4wv-wdms01,1.297,-9.955
2025-12-06T17:00:00Z,qld-aqd8-d4wv-wdms01,1.38,-9.894
2025-12-06T17:15:00Z,qld-aqd8-d4wv-wdms01,1.376,-9.687
2025-12-06T17:30:00Z,qld-aqd8-d4wv-wdms01,1.361,-9.772
2025-12-06T17:45:00Z,qld-aqd8-d4wv-wdms01,1.369,-9.898
2025-12-06T18:00:00Z,qld-aqd8-d4wv-wdms01,1.356,-9.904
2025-12-06T18:15:00Z,qld-aqd8-d4wv-wdms01,1.443,-9.778
2025-12-06T18:30:00Z,qld-aqd8-d4wv-wdms01,1.338,-9.631
2025-12-06T18:45:00Z,qld-aqd8-d4wv-wdms01,1.329,-9.758
2025-12-06T19:00:00Z,qld-aqd8-d4wv-wdms01,1.309,-9.624
2025-12-06T19:15:00Z,qld-aqd8-d4wv-wdms01,1.299,-9.686
2025-12-06T19:30:00Z,qld-aqd8-d4wv-wdms01,1.292,-9.661
2025-12-06T19:45:00Z,qld-aqd8-d4wv-wdms01,1.314,-9.789
2025-12-06T20:00:00Z,qld-aqd8-d4wv-wdms01,1.36,-9.591
2025-12-06T20:15:00Z,qld-aqd8-d4wv-wdms01,1.385,-9.677
2025-12-06T20:30:00Z,qld-aqd8-d4wv-wdms01,1.377,-9.564
2025-12-06T20:45:00Z,qld-aqd8-d4wv-wdms01,1.343,-9.681
2025-12-06T21:00:00Z,qld-aqd8-d4wv-wdms01,1.433,-9.584
2025-12-06T21:15:00Z,qld-aqd8-d4wv-wdms01,1.433,-9.553
2025-12-06T21:30:00Z,qld-aqd8-d4wv-wdms01,1.396,-9.576
2025-12-06T21:45:00Z,qld-aqd8-d4wv-wdms01,1.379,-9.514
2025-12-06T22:00:00Z,qld-aqd8-d4wv-wdms01,1.448,-9.55
2025-12-06T22:15:00Z,qld-aqd8-d4wv-wdms01,1.439,-9.564
2025-12-06T22:30:00Z,qld-aqd8-d4wv-wdms01,1.367,-9.367
2025-12-06T22:45:00Z,qld-aqd8-d4wv-wdms01,1.445,-9.395
2025-12-06T23:00:00Z,qld-aqd8-d4wv-wdms01,1.471,-9.523
2025-12-06T23:15:00Z,qld-aqd8-d4wv-wdms01,1.423,-9.402
2025-12-06T23:30:00Z,qld-aqd8-d4wv-wdms01,1.488,-9.491
2025-12-06T23:45:00Z,qld-aqd8-d4wv-wdms01,1.416,-9.512
2025-12-07T00:00:00Z,qld-aqd8-d4wv-wdms01,1.566,-9.321
2025-12-07T00:15:00Z,qld-aqd8-d4wv-wdms01,1.571,-9.527
2025-12-07T00:30:00Z,qld-aqd8-d4wv-wdms01,1.506,-9.304
2025-12-07T00:45:00Z,qld-aqd8-d4wv-wdms01,1.547,-9.387
2025-12-07T01:00:00Z,qld-aqd8-d4wv-wdms01,1.419,-9.372
2025-12-07T01:15:00Z,qld-aqd8-d4wv-wdms01,1.491,-9.313
2025-12-07T01:30:00Z,qld-aqd8-d4wv-wdms01,1.544,-9.29
2025-12-07T01:45:00Z,qld-aqd8-d4wv-wdms01,1.514,-9.395
2025-12-07T02:00:00Z,qld-aqd8-d4wv-wdms01,1.613,-9.264
2025-12-07T02:15:00Z,qld-aqd8-d4wv-wdms01,1.686,-9.306
2025-12-07T02:30:00Z,qld-aqd8-d4wv-wdms01,1.535,-9.411
2025-12-07T02:45:00Z,qld-aqd8-d4wv-wdms01,1.56,-9.32
2025-12-07T03:00:00Z,qld-aqd8-d4wv-wdms01,1.622,-9.193
2025-12-07T03:15:00Z,qld-aqd8-d4wv-wdms01,1.698,-9.168
2025-12-07T03:30:00Z,qld-aqd8-d4wv-wdms01,1.563,-9.244
2025-12-07T03:45:00Z,qld-aqd8-d4wv-wdms01,1.642,-9.397
2025-12-07T04:00:00Z,qld-aqd8-d4wv-wdms01,1.727,-9.264
2025-12-07T04:15:00Z,qld-aqd8-d4wv-wdms01,1.558,-9.237
2025-12-07T04:30:00Z,qld-aqd8-d4wv-wdms01,1.581,-9.251
2025-12-07T04:45:00Z,qld-aqd8-d4wv-wdms01,1.628,-9.251
2025-12-07T05:00:00Z,qld-aqd8-d4wv-wdms01,1.627,-9.29
2025-12-07T05:15:00Z,qld-aqd8-d4wv-wdms01,1.696,-9.331
2025-12-07T05:30:00Z,qld-aqd8-d4wv-wdms01,1.67,-9.382
2025-12-07T05:45:00Z,qld-aqd8-d4wv-wdms01,1.57,-9.493
2025-12-07T06:00:00Z,qld-aqd8-d4wv-wdms01,1.686,-9.323
2025-12-07T06:15:00Z,qld-aqd8-d4wv-wdms01,1.631,-9.346
2025-12-07T06:30:00Z,qld-aqd8-d4wv-wdms01,1.723,-9.327
2025-12-07T06:45:00Z,qld-aqd8-d4wv-wdms01,1.627,-9.49
2025-12-07T07:00:00Z,qld-aqd8-d4wv-wdms01,1.625,-9.344
2025-12-07T07:15:00Z,qld-aqd8-d4wv-wdms01,1.682,-9.244
2025-12-07T07:30:00Z,qld-aqd8-d4wv-wdms01,1.69,-9.415
2025-12-07T07:45:00Z,qld-aqd8-d4wv-wdms01,1.67,-9.44
2025-12-07T08:00:00Z,qld-aqd8-d4wv-wdms01,1.56,-9.425
2025-12-07T08:15:00Z,qld-aqd8-d4wv-wdms01,1.666,-9.302
2025-12-07T08:30:00Z,qld-aqd8-d4wv-wdms01,1.582,-9.561
2025-12-07T08:45:00Z,qld-aqd8-d4wv-wdms01,1.64,-9.479
2025-12-07T09:00:00Z,qld-aqd8-d4wv-wdms01,1.551,-9.574
2025-12-07T09:15:00Z,qld-aqd8-d4wv-wdms01,1.638,-9.569
2025-12-07T09:30:00Z,qld-aqd8-d4wv-wdms01,1.568,-9.545
2025-12-07T09:45:00Z,qld-aqd8-d4wv-wdms01,1.537,-9.449
2025-12-07T10:00:00Z,qld-aqd8-d4wv-wdms01,1.629,-9.428
2025-12-07T10:15:00Z,qld-aqd8-d4wv-wdms01,1.598,-9.552
2025-12-07T10:30:00Z,qld-aqd8-d4wv-wdms01,1.546,-9.633
2025-12-07T10:45:00Z,qld-aqd8-d4wv-wdms01,1.641,-9.418
2025-12-07T11:00:00Z,qld-aqd8-d4wv-wdms01,1.538,-9.666
2025-12-07T11:15:00Z,qld-aqd8-d4wv-wdms01,1.552,-9.691
2025-12-07T11:30:00Z,qld-aqd8-d4wv-wdms01,1.555,-9.801
2025-12-07T11:45:00Z,qld-aqd8-d4wv-wdms01,1.502,-9.56
2025-12-07T12:00:00Z,qld-aqd8-d4wv-wdms01,1.547,-9.606
2025-12-07T12:15:00Z,qld-aqd8-d4wv-wdms01,1.487,-9.501
2025-12-07T12:30:00Z,qld-aqd8-d4wv-wdms01,1.484,-9.817
2025-12-07T12:45:00Z,qld-aqd8-d4wv-wdms01,1.564,-9.599
2025-12-07T13:00:00Z,qld-aqd8-d4wv-wdms01,1.435,-9.719
2025-12-07T13:15:00Z,qld-aqd8-d4wv-wdms01,1.358,-9.668
2025-12-07T13:30:00Z,qld-aqd8-d4wv-wdms01,1.55,-9.872
2025-12-07T13:45:00Z,qld-aqd8-d4wv-wdms01,1.589,-9.629
2025-12-07T14:00:00Z,qld-aqd8-d4wv-wdms01,1.433,-9.689
2025-12-07T14:15:00Z,qld-aqd8-d4wv-wdms01,1.349,-9.759
2025-12-07T14:30:00Z,qld-aqd8-d4wv-wdms01,1.423,-9.708
2025-12-07T14:45:00Z,qld-aqd8-d4wv-wdms01,1.417,-9.823
2025-12-07T15:00:00Z,qld-aqd8-d4wv-wdms01,1.415,-9.81
2025-12-07T15:15:00Z,qld-aqd8-d4wv-wdms01,1.363,-9.801
2025-12-07T15:30:00Z,qld-aqd8-d4wv-wdms01,1.442,-9.911
2025-12-07T15:45:00Z,qld-aqd8-d4wv-wdms01,1.434,-9.692
2025-12-07T16:00:00Z,qld-aqd8-d4wv-wdms01,1.329,-9.663
2025-12-07T16:15:00Z,qld-aqd8-d4wv-wdms01,1.434,-9.81
2025-12-07T16:30:00Z,qld-aqd8-d4wv-wdms01,1.499,-9.721
2025-12-07T16:45:00Z,qld-aqd8-d4wv-wdms01,1.402,-9.764
2025-12-07T17:00:00Z,qld-aqd8-d4wv-wdms01,1.374,-9.71
2025-12-07T17:15:00Z,qld-aqd8-d4wv-wdms01,1.382,-9.778
2025-12-07T17:30:00Z,qld-aqd8-d4wv-wdms01,1.419,-9.79
2025-12-07T17:45:00Z,qld-aqd8-d4wv-wdms01,1.302,-9.625
2025-12-07T18:00:00Z,qld-aqd8-d4wv-wdms01,1.397,-9.704
2025-12-07T18:15:00Z,qld-aqd8-d4wv-wdms01,1.37,-9.525
2025-12-07T18:30:00Z,qld-aqd8-d4wv-wdms01,1.484,-9.671
2025-12-07T18:45:00Z,qld-aqd8-d4wv-wdms01,1.385,-9.736
2025-12-07T19:00:00Z,qld-aqd8-d4wv-wdms01,1.48,-9.55
2025-12-07T19:15:00Z,qld-aqd8-d4wv-wdms01,1.345,-9.584
2025-12-07T19:30:00Z,qld-aqd8-d4wv-wdms01,1.433,-9.561
2025-12-07T19:45:00Z,qld-aqd8-d4wv-wdms01,1.425,-9.509
2025-12-07T20:00:00Z,qld-aqd8-d4wv-wdms01,1.371,-9.641
2025-12-07T20:15:00Z,qld-aqd8-d4wv-wdms01,1.429,-9.583
2025-12-07T20:30:00Z,qld-aqd8-d4wv-wdms01,1.487,-9.57
2025-12-07T20:45:00Z,qld-aqd8-d4wv-wdms01,1.417,-9.643
2025-12-07T21:00:00Z,qld-aqd8-d4wv-wdms01,1.356,-9.544
2025-12-07T21:15:00Z,qld-aqd8-d4wv-wdms01,1.448,-9.4
2025-12-07T21:30:00Z,qld-aqd8-d4wv-wdms01,1.412,-9.471
